Date,Open,High,Low,Close,Volume,Adj Close,PB,NASDAQ
7/22/2016,56.080002,56.630001,55.779999,56.57,32157200,56.219602,6.135,1
7/21/2016,55.98,56.23,55.759998,55.799999,32776700,55.454371,6.052,1
7/20/2016,56.150002,56.84,55.529999,55.91,89893300,55.56369,6.063,1
7/19/2016,53.709999,53.900002,52.93,53.09,53336500,52.761158,5.758,1
7/18/2016,53.700001,54.34,53.549999,53.959999,31433900,53.625768,5.852,1
7/15/2016,53.950001,54,53.209999,53.700001,32024400,53.36738,5.824,1
7/14/2016,53.84,53.990002,53.580002,53.740002,24545500,53.407133,5.828,1
7/13/2016,53.560001,53.860001,53.18,53.509998,25356800,53.178554,5.803,1
7/12/2016,52.939999,53.400002,52.790001,53.209999,27317600,52.880413,5.771,1
7/11/2016,52.5,52.830002,52.470001,52.59,22269200,52.264255,5.703,1
7/8/2016,51.73,52.360001,51.549999,52.299999,28391000,51.97605,5.672,1
7/7/2016,51.419998,51.610001,51.07,51.380001,19585200,51.061751,5.572,1
7/6/2016,50.779999,51.540001,50.389999,51.380001,28167500,51.061751,5.572,1
7/5/2016,50.830002,51.279999,50.740002,51.169998,24806400,50.853048,5.549,1
7/1/2016,51.130001,51.720001,51.07,51.16,21400400,50.843112,5.548,1
6/30/2016,50.720001,51.299999,50.5,51.169998,28527800,50.853048,5.549,1
6/29/2016,49.91,50.720001,49.799999,50.540001,31304000,50.226953,5.311,1
6/28/2016,48.919998,49.470001,48.669998,49.439999,38140700,49.133765,5.195,1
6/27/2016,49.099998,49.150002,48.040001,48.43,50216300,48.130022,5.089,1
6/24/2016,49.810001,50.939999,49.52,49.830002,133503000,49.521352,5.236,1
6/23/2016,51.279999,52.060001,51.150002,51.91,29028800,51.588466,5.455,1
6/22/2016,51.080002,51.459999,50.950001,50.990002,28816800,50.674167,5.358,1
6/21/2016,50.200001,51.43,50.16,51.189999,34097800,50.872925,5.379,1
6/20/2016,50.639999,50.830002,50.029999,50.07,35607900,49.759863,5.261,1
6/17/2016,50.41,50.43,49.82,50.130001,45710500,49.819493,5.268,1
6/16/2016,49.52,50.470001,49.509998,50.389999,31188600,50.077881,5.295,1
6/15/2016,49.779999,50.119999,49.689999,49.689999,33757600,49.382216,5.221,1
6/14/2016,49.900002,50.099998,49.57,49.830002,42577100,49.521352,5.236,1
6/13/2016,49.580002,50.720001,49.060001,50.139999,83217800,49.829429,5.269,1
6/10/2016,51.049999,52.049999,51.040001,51.48,25833200,51.16113,5.409,1
6/9/2016,52,52,51.490002,51.619999,20305700,51.300262,5.424,1
6/8/2016,52.02,52.439999,51.869999,52.040001,21149400,51.717662,5.468,1
6/7/2016,52.240002,52.73,52.099998,52.099998,20866800,51.777288,5.475,1
6/6/2016,51.990002,52.349998,51.889999,52.130001,18243300,51.807105,5.478,1
6/3/2016,52.380001,52.419998,51.599998,51.790001,23368300,51.469211,5.442,1
6/2/2016,52.639999,52.740002,51.84,52.48,22840800,52.154936,5.514,1
6/1/2016,52.439999,52.950001,52.439999,52.849998,25324800,52.522643,5.553,1
5/31/2016,52.259998,53,52.080002,53,37653100,52.671715,5.569,1
5/27/2016,51.919998,52.32,51.77,52.32,17721400,51.995927,5.498,1
5/26/2016,51.93,51.98,51.360001,51.889999,24335200,51.56859,5.452,1
5/25/2016,51.919998,52.490002,51.790001,52.119999,24040200,51.797165,5.477,1
5/24/2016,50.700001,51.709999,50.400002,51.59,34757900,51.270449,5.421,1
5/23/2016,50.599998,50.68,49.98,50.029999,26118700,49.72011,5.257,1
5/20/2016,50.48,51.220001,50.400002,50.619999,23905800,50.306456,5.319,1
5/19/2016,50.470001,50.619999,49.82,50.32,23842400,50.008315,5.288,1
5/18/2016,50.48,51.139999,50.299999,50.810001,24907500,50.495281,5.339,1
5/17/2016,51.720001,51.73,50.360001,50.509998,27803500,50.197137,5.308,1
5/16/2016,50.799999,51.959999,50.75,51.830002,20032000,51.151191,5.446,1
5/13/2016,51.439999,51.900002,51.040001,51.080002,22592300,50.411014,5.367,1
5/12/2016,51.200001,51.810001,50.919998,51.509998,24102800,50.835379,5.413,1
5/11/2016,51.130001,51.779999,51,51.049999,24039100,50.381404,5.364,1
5/10/2016,50.330002,51.099998,50.189999,51.02,22891000,50.351798,5.361,1
5/9/2016,50.490002,50.59,50,50.07,17951600,49.414239,5.261,1
5/6/2016,49.919998,50.389999,49.66,50.389999,24787300,49.730048,5.295,1
5/5/2016,49.869999,50.299999,49.73,49.939999,25390700,49.285941,5.248,1
5/4/2016,49.84,50.060001,49.459999,49.869999,24257600,49.216858,5.24,1
5/3/2016,50.34,50.41,49.599998,49.779999,26460200,49.128037,5.231,1
5/2/2016,50,50.75,49.779999,50.610001,33114500,49.947168,5.318,1
4/29/2016,49.349998,50.25,49.349998,49.869999,48411700,49.216858,5.24,1
4/28/2016,50.619999,50.77,49.560001,49.900002,43134800,49.246468,5.243,1
4/27/2016,51.48,51.5,50.549999,50.939999,43369300,50.272844,5.353,1
4/26/2016,52.259998,52.349998,51.09,51.439999,33532600,50.766296,5.405,1
4/25/2016,51.779999,52.130001,51.630001,52.110001,33226900,51.427523,5.476,1
4/22/2016,51.91,52.43,50.77,51.779999,126834100,51.101843,5.441,1
4/21/2016,55.799999,56.23,55.419998,55.779999,38909100,55.049455,5.861,1
4/20/2016,56.290001,56.5,55.490002,55.59,36195700,54.861945,5.841,1
4/19/2016,56.630001,56.77,55.68,56.389999,29596800,55.651467,5.925,1
4/18/2016,55.490002,56.59,55.209999,56.459999,23786000,55.72055,5.933,1
4/15/2016,55.299999,55.919998,55.110001,55.650002,28793800,54.921161,5.848,1
4/14/2016,55.220001,55.580002,55.07,55.360001,20877100,54.634958,5.824,1
4/13/2016,55.119999,55.439999,54.889999,55.349998,20818000,54.625087,5.823,1
4/12/2016,54.369999,54.779999,53.759998,54.650002,24944300,53.934258,5.75,1
4/11/2016,54.490002,55.150002,54.299999,54.310001,21414200,53.59871,5.714,1
4/8/2016,54.669998,55.279999,54.32,54.419998,22167200,53.707267,5.725,1
4/7/2016,54.869999,54.91,54.23,54.459999,19225100,53.746744,5.73,1
4/6/2016,54.360001,55.200001,54.209999,55.119999,21188700,54.3981,5.799,1
4/5/2016,55.189999,55.299999,54.459999,54.560001,19272300,53.845436,5.74,1
4/4/2016,55.43,55.66,55,55.43,18928800,54.704041,5.832,1
4/1/2016,55.049999,55.610001,54.57,55.57,24399200,54.842207,5.846,1
3/31/2016,54.950001,55.59,54.860001,55.23,26360500,54.506659,5.81,1
3/30/2016,54.93,55.639999,54.900002,55.049999,23008300,54.329017,5.671,1
3/29/2016,53.66,54.860001,53.450001,54.709999,23924300,53.993469,5.636,1
3/28/2016,54.209999,54.290001,53.330002,53.540001,17025100,52.838795,5.515,1
3/24/2016,53.84,54.330002,53.73,54.209999,19950000,53.500018,5.584,1
3/23/2016,54.110001,54.240002,53.740002,53.970001,20129000,53.263163,5.56,1
3/22/2016,53.610001,54.25,53.459999,54.07,23124100,53.361852,5.57,1
3/21/2016,53.25,53.93,52.93,53.860001,23925700,53.154603,5.548,1
3/18/2016,54.919998,54.970001,53.450001,53.490002,67625500,52.78945,5.51,1
3/17/2016,54.209999,55,54,54.66,28223900,53.944125,5.631,1
3/16/2016,53.450001,54.599998,53.400002,54.349998,31691700,53.638184,5.599,1
3/15/2016,52.75,53.59,52.740002,53.59,21104800,52.888139,5.52,1
3/14/2016,52.709999,53.59,52.630001,53.169998,24083600,52.473638,5.477,1
3/11/2016,53,53.07,52.380001,53.07,32275700,52.374949,5.467,1
3/10/2016,52.93,52.939999,51.16,52.049999,38387800,51.368307,5.362,1
3/9/2016,51.889999,52.849998,51.860001,52.84,28251600,52.147962,5.443,1
3/8/2016,50.799999,52.130001,50.599998,51.650002,33835100,50.973548,5.321,1
3/7/2016,51.560001,51.799999,50.580002,51.029999,38407800,50.361666,5.257,1
3/4/2016,52.400002,52.450001,51.709999,52.029999,33034200,51.348569,5.36,1
3/3/2016,52.970001,52.970001,51.779999,52.349998,24427800,51.664377,5.393,1
3/2/2016,52.41,52.959999,52.16,52.950001,29289900,52.256522,5.454,1
3/1/2016,50.970001,52.59,50.919998,52.580002,33024500,51.891368,5.416,1
2/29/2016,51.349998,51.650002,50.66,50.880001,31654000,50.213632,5.241,1
2/26/2016,52.599998,52.68,51.099998,51.299999,35975900,50.62813,5.284,1
2/25/2016,51.73,52.099998,50.610001,52.099998,26939500,51.417652,5.367,1
2/24/2016,50.689999,51.5,50.200001,51.360001,33014500,50.687345,5.291,1
2/23/2016,52.34,52.369999,50.98,51.18,28895300,50.509703,5.272,1
2/22/2016,52.279999,53,52.279999,52.650002,25008300,51.960451,5.424,1
2/19/2016,51.970001,52.279999,51.529999,51.82,33559100,51.14132,5.338,1
2/18/2016,52.330002,52.950001,52.099998,52.189999,27176000,51.506473,5.376,1
2/17/2016,51.490002,52.77,51.450001,52.419998,40789000,51.73346,5.4,1
2/16/2016,50.900002,51.09,50.130001,51.09,37291200,50.420881,5.263,1
2/12/2016,50.25,50.68,49.75,50.5,34243300,49.483325,5.202,1
2/11/2016,48.68,50.110001,48.509998,49.689999,48878600,48.68963,5.119,1
2/10/2016,49.889999,50.389999,49.52,49.709999,38237000,48.709228,5.121,1
2/9/2016,49.02,50.240002,48.669998,49.279999,46740500,48.287885,5.076,1
2/8/2016,49.549999,49.57,48.189999,49.41,59290500,48.415269,5.09,1
2/5/2016,51.939999,52,49.560001,50.16,62009000,49.150169,5.167,1
2/4/2016,52.099998,52.810001,51.369999,52,46987100,50.953126,5.357,1
2/3/2016,53.25,53.389999,51.259998,52.16,57559800,51.109905,5.373,1
2/2/2016,54.169998,54.259998,52.650002,53,56313800,51.932994,5.46,1
2/1/2016,54.880001,55.09,54.5,54.709999,44208500,53.608567,5.636,1
1/29/2016,54.73,55.09,54,55.09,83611700,53.980918,5.675,1
1/28/2016,51.860001,52.209999,51.25,52.060001,62513800,51.01192,5.362,1
1/27/2016,52.009998,52.200001,51.02,51.220001,36775200,50.188831,5.276,1
1/26/2016,51.790001,52.439999,51.549999,52.169998,28900800,51.119702,5.374,1
1/25/2016,51.939999,52.650002,51.650002,51.790001,34707700,50.747355,5.335,1
1/22/2016,51.41,52.330002,51.259998,52.290001,37555800,51.237289,5.386,1
1/21/2016,51,51.580002,50.299999,50.48,40191200,49.463727,5.21,1
1/20/2016,49.98,51.380001,49.099998,50.790001,63273000,49.767487,5.242,1
1/19/2016,51.48,51.68,50.060001,50.560001,43564500,49.542118,5.219,1
1/15/2016,51.310001,51.970001,50.34,50.990002,71820700,49.963462,5.263,1
1/14/2016,52,53.419998,51.57,53.110001,52381900,52.04078,5.482,1
1/13/2016,53.799999,54.07,51.299999,51.639999,66883600,50.600373,5.33,1
1/12/2016,52.759998,53.099998,52.060001,52.779999,36095500,51.717422,5.448,1
1/11/2016,52.509998,52.849998,51.459999,52.299999,36943800,51.247086,5.398,1
1/8/2016,52.369999,53.279999,52.150002,52.330002,48754000,51.276485,5.401,1
1/7/2016,52.700001,53.490002,52.07,52.169998,56564900,51.119702,5.385,1
1/6/2016,54.32,54.400002,53.639999,54.049999,39518900,52.961855,5.579,1
1/5/2016,54.93,55.389999,54.540001,55.049999,34079700,53.941723,5.682,1
1/4/2016,54.32,54.799999,53.389999,54.799999,53778000,53.696756,5.656,1
12/31/2015,56.040001,56.189999,55.419998,55.48,27334100,54.363066,5.726,1
12/30/2015,56.470001,56.779999,56.290001,56.310001,21704500,55.176358,5.808,1
12/29/2015,56.290001,56.849998,56.060001,56.549999,27731400,55.411524,5.833,1
12/28/2015,55.349998,55.950001,54.98,55.950001,22458300,54.823605,5.771,1
12/24/2015,55.860001,55.959999,55.43,55.669998,9570000,54.54924,5.742,1
12/23/2015,55.700001,55.880001,55.439999,55.82,27279800,54.696221,5.757,1
12/22/2015,54.990002,55.48,54.5,55.349998,28322200,54.235682,5.709,1
12/21/2015,54.880001,55.349998,54.23,54.830002,37246300,53.726154,5.655,1
12/18/2015,55.77,56,54.029999,54.130001,84684200,53.040246,5.583,1
12/17/2015,56.360001,56.790001,55.529999,55.700001,41280900,54.578638,5.745,1
12/16/2015,55.540001,56.25,54.759998,56.130001,37503300,54.999982,5.789,1
12/15/2015,55.66,55.900002,55.09,55.200001,39459000,54.088704,5.694,1
12/14/2015,54.330002,55.209999,53.68,55.139999,46768900,54.029911,5.687,1
12/11/2015,54.709999,55.099998,54.009998,54.060001,39549500,52.971655,5.576,1
12/10/2015,55.389999,55.66,55.009998,55.27,31775800,54.157295,5.701,1
12/9/2015,55.369999,55.869999,54.509998,54.98,36373200,53.873132,5.671,1
12/8/2015,55.470001,56.099998,54.990002,55.790001,32878000,54.666826,5.754,1
12/7/2015,55.790001,55.970001,55.290001,55.810001,30709800,54.686424,5.756,1
12/4/2015,54.119999,56.23,54.099998,55.91,43963700,54.784409,5.767,1
12/3/2015,55.490002,55.77,53.93,54.200001,38627800,53.108836,5.59,1
12/2/2015,55.32,55.959999,55.060001,55.209999,47274900,54.098501,5.694,1
12/1/2015,54.41,55.23,54.299999,55.220001,39952800,54.108302,5.696,1
11/30/2015,54.540001,54.959999,54,54.349998,56241400,53.255814,5.606,1
11/27/2015,53.799999,54.080002,53.790001,53.93,9009100,52.844272,5.562,1
11/25/2015,54.09,54.23,53.689999,53.689999,21005100,52.609102,5.538,1
11/24/2015,53.919998,54.439999,53.580002,54.25,24600000,53.157829,5.596,1
11/23/2015,54.25,54.459999,53.75,54.189999,28235900,53.099036,5.589,1
11/20/2015,54.25,54.299999,53.27,54.189999,37147600,53.099036,5.589,1
11/19/2015,53.990002,54.66,53.779999,53.939999,28149200,52.854069,5.564,1
11/18/2015,53,53.98,52.98,53.849998,29710000,52.76588,5.554,1
11/17/2015,53.169998,53.529999,52.849998,52.970001,31551300,51.903599,5.464,1
11/16/2015,53.080002,53.889999,52.849998,53.77,32165200,52.334741,5.546,1
11/13/2015,53.07,53.290001,52.529999,52.84,36848200,51.429565,5.45,1
11/12/2015,53.48,53.98,53.189999,53.32,35361100,51.896752,5.5,1
11/11/2015,53.700001,54.200001,53.459999,53.650002,36516300,52.217945,5.534,1
11/10/2015,54.07,54.130001,53.27,53.509998,55283700,52.081679,5.519,1
11/9/2015,54.549999,54.869999,53.560001,54.16,32513100,52.71433,5.586,1
11/6/2015,54.09,54.98,53.959999,54.919998,32851200,53.454042,5.665,1
11/5/2015,54.490002,54.700001,54,54.380001,31468500,52.928459,5.609,1
11/4/2015,54.18,54.880001,54.060001,54.400002,37087800,52.947926,5.611,1
11/3/2015,52.93,54.389999,52.900002,54.150002,36596900,52.704599,5.585,1
11/2/2015,52.849998,53.360001,52.619999,53.240002,30285000,51.818889,5.491,1
10/30/2015,53.32,53.990002,52.619999,52.639999,46619800,51.234903,5.429,1
10/29/2015,53.540001,53.830002,53.220001,53.360001,30202100,51.935685,5.504,1
10/28/2015,53.540001,53.98,52.860001,53.98,47000800,52.539135,5.568,1
10/27/2015,53.990002,54.369999,53.580002,53.689999,50999900,52.256875,5.538,1
10/26/2015,52.529999,54.32,52.5,54.25,64633300,52.801928,5.596,1
10/23/2015,52.299999,54.07,52.25,52.869999,135227100,51.458763,5.453,1
10/22/2015,47.529999,48.950001,47.09,48.029999,56637100,46.747955,4.954,1
10/21/2015,47.919998,47.990002,47.110001,47.200001,25144300,45.940111,4.868,1
10/20/2015,47.439999,47.810001,47.02,47.77,30802200,46.494896,4.927,1
10/19/2015,47.419998,47.880001,47.02,47.619999,29387600,46.348899,4.912,1
10/16/2015,47.02,47.540001,46.900002,47.509998,25779300,46.241834,4.9,1
10/15/2015,47.009998,47.029999,46.529999,47.009998,27189400,45.755181,4.849,1
10/14/2015,46.650002,47.099998,46.529999,46.68,24697800,45.433991,4.814,1
10/13/2015,46.560001,47.130001,46.560001,46.889999,19987800,45.638385,4.835,1
10/12/2015,46.98,47.07,46.5,47,19769100,45.745449,4.847,1
10/9/2015,47.450001,47.540001,46.919998,47.110001,28600600,45.852514,4.858,1
10/8/2015,46.560001,47.52,46.5,47.450001,33772700,46.183438,4.893,1
10/7/2015,47.099998,47.349998,45.950001,46.799999,27711500,45.550787,4.826,1
10/6/2015,46.330002,47.18,46.220001,46.75,27510800,45.502122,4.821,1
10/5/2015,45.75,46.889999,45.700001,46.630001,34369300,45.385327,4.808,1
10/2/2015,44.27,45.57,43.919998,45.57,41839000,44.353619,4.699,1
10/1/2015,44.75,44.75,43.75,44.610001,28657900,43.419245,4.6,1
9/30/2015,43.880001,44.299999,43.66,44.259998,34958900,43.078585,4.564,1
9/29/2015,43.369999,43.57,43.049999,43.439999,32763600,42.280473,4.338,1
9/28/2015,43.830002,44.09,43.209999,43.290001,27613800,42.13448,4.323,1
9/25/2015,44.48,44.73,43.759998,43.939999,29384600,42.767127,4.388,1
9/24/2015,43.450001,44.130001,43.27,43.91,27905600,42.737929,4.385,1
9/23/2015,43.93,44.169998,43.509998,43.869999,17145200,42.698996,4.381,1
9/22/2015,43.380001,44.049999,43.310001,43.900002,28085900,42.728198,4.384,1
9/21/2015,43.619999,44.470001,43.599998,44.110001,26177200,42.932591,4.405,1
9/18/2015,43.5,43.990002,43.330002,43.48,63143700,42.319407,4.342,1
9/17/2015,44.290001,45,44.080002,44.25,32768200,43.068854,4.419,1
9/16/2015,43.970001,44.380001,43.84,44.299999,23372200,43.117518,4.424,1
9/15/2015,43.189999,44.290001,43.080002,43.98,28882200,42.80606,4.392,1
9/14/2015,43.43,43.439999,42.860001,43.040001,23656000,41.891153,4.298,1
9/11/2015,43.139999,43.59,42.939999,43.48,27132500,42.319407,4.342,1
9/10/2015,43.119999,43.790001,42.75,43.290001,31366600,42.13448,4.323,1
9/9/2015,44.209999,44.400002,42.91,43.07,33469500,41.920351,4.301,1
9/8/2015,43.299999,44,43.200001,43.889999,32469800,42.718463,4.383,1
9/4/2015,42.810001,43.040001,42.200001,42.610001,37138800,41.47263,4.256,1
9/3/2015,43.41,43.98,43.279999,43.5,28285200,42.338873,4.344,1
9/2/2015,42.360001,43.380001,41.880001,43.360001,37671500,42.202611,4.33,1
9/1/2015,42.169998,42.59,41.66,41.82,49688900,40.703716,4.177,1
8/31/2015,43.560001,43.93,43.099998,43.52,34441700,42.35834,4.346,1
8/28/2015,43.400002,44.150002,43.389999,43.93,28246700,42.757396,4.387,1
8/27/2015,43.23,43.950001,42.93,43.900002,50943200,42.728198,4.384,1
8/26/2015,42.009998,42.84,41.060001,42.709999,63408000,41.569959,4.266,1
8/25/2015,42.57,43.240002,40.389999,40.470001,70616600,39.389753,4.042,1
8/24/2015,40.450001,42.689999,39.720001,41.68,88753700,40.567454,4.163,1
8/21/2015,45.299999,45.48,43.07,43.07,70053100,41.920351,4.301,1
8/20/2015,46.07,46.470001,45.66,45.66,36238200,44.441217,4.56,1
8/19/2015,46.779999,47.080002,46.299999,46.610001,31485500,45.36586,4.655,1
8/18/2015,46.84,47.43,46.700001,47.27,23574100,46.008243,4.721,1
8/17/2015,46.810001,47.450001,46.57,47.32,21099700,45.755182,4.726,1
8/14/2015,46.529999,47.099998,46.52,47,21473400,45.445765,4.694,1
8/13/2015,47.060001,47.099998,46.490002,46.73,22627200,45.184693,4.667,1
8/12/2015,46.189999,46.900002,45.709999,46.740002,30181400,45.194364,4.668,1
8/11/2015,46.82,46.939999,45.900002,46.41,29237400,44.875275,4.635,1
8/10/2015,46.950001,47.490002,46.84,47.330002,23079900,45.764854,4.727,1
8/7/2015,46.389999,46.779999,46.259998,46.740002,19163000,45.194364,4.668,1
8/6/2015,47.709999,47.77,46.330002,46.619999,27368000,45.07833,4.656,1
8/5/2015,47.98,48.41,47.540001,47.580002,26959700,46.006587,4.752,1
8/4/2015,46.75,47.709999,46.68,47.540001,33403900,45.967908,4.748,1
8/3/2015,46.98,47,46.450001,46.810001,24125900,45.262049,4.675,1
7/31/2015,47.290001,47.369999,46.5,46.700001,31201500,45.155686,4.664,1
7/30/2015,46.259998,47.400002,45.93,46.880001,39777900,45.329734,4.682,1
7/29/2015,45.400002,46.779999,45.259998,46.290001,40945900,44.759244,4.623,1
7/28/2015,45.580002,45.639999,44.790001,45.34,34328900,43.840659,4.528,1
7/27/2015,45.939999,46.009998,45.25,45.349998,39701400,43.850327,4.529,1
7/24/2015,45.91,46.32,45.799999,45.939999,32333200,44.420816,4.605,1
7/23/2015,45.27,46.23,45.099998,46.110001,33934000,44.585197,4.622,1
7/22/2015,45.439999,46.93,45.200001,45.540001,59152400,44.034046,4.565,1
7/21/2015,46.779999,47.330002,46.48,47.279999,42781900,45.716504,4.739,1
7/20/2015,46.650002,47.130001,46.439999,46.919998,30631900,45.368408,4.703,1
7/17/2015,46.549999,46.779999,46.259998,46.619999,29467100,45.07833,4.673,1
7/16/2015,46.009998,46.689999,45.970001,46.66,26271700,45.117008,4.677,1
7/15/2015,45.68,45.889999,45.43,45.759998,26629600,44.246768,4.587,1
7/14/2015,45.450001,45.959999,45.310001,45.619999,22880300,44.111399,4.573,1
7/13/2015,44.98,45.619999,44.950001,45.540001,28178300,44.034046,4.565,1
7/10/2015,45.009998,45.139999,44.57,44.610001,25465800,43.1348,4.471,1
7/9/2015,44.75,45.220001,44.5,44.52,32424700,43.047776,4.462,1
7/8/2015,44.439999,44.900002,44.029999,44.240002,39785900,42.777036,4.434,1
7/7/2015,44.34,44.490002,43.32,44.299999,36435800,42.83505,4.44,1
7/6/2015,43.959999,44.48,43.950001,44.389999,23034000,42.922074,4.449,1
7/2/2015,44.48,44.75,44.060001,44.400002,21752000,42.931745,4.45,1
7/1/2015,44.459999,45.23,44.099998,44.450001,28343900,42.980091,4.455,1
6/30/2015,44.709999,44.720001,43.939999,44.150002,35945400,42.690012,4.425,1
6/29/2015,45.040001,45.23,44.360001,44.369999,34081700,42.902735,3.982,1
6/26/2015,45.650002,46.279999,45.029999,45.259998,49835300,43.763303,4.062,1
6/25/2015,46.029999,46.060001,45.5,45.650002,20616000,44.140409,4.097,1
6/24/2015,45.669998,46.25,45.549999,45.639999,34890900,44.130738,4.096,1
6/23/2015,46.130001,46.279999,45.619999,45.91,25896500,44.39181,4.12,1
6/22/2015,46.330002,46.720001,46.16,46.23,20318100,44.701227,4.149,1
6/19/2015,46.790001,46.830002,45.990002,46.099998,63837000,44.575525,4.138,1
6/18/2015,46.220001,46.799999,46.169998,46.720001,32658300,45.175025,4.193,1
6/17/2015,45.73,46.07,45.360001,45.970001,28704100,44.449827,4.126,1
6/16/2015,45.349998,46.240002,45.299999,45.830002,27070300,44.314457,4.113,1
6/15/2015,45.450001,45.650002,45.02,45.48,33254500,43.976029,4.082,1
6/12/2015,46.220001,46.470001,45.900002,45.970001,23931000,44.449827,4.126,1
6/11/2015,46.66,46.919998,46.130001,46.439999,27347800,44.904282,4.168,1
6/10/2015,45.790001,46.830002,45.689999,46.610001,28417400,45.068662,4.183,1
6/9/2015,45.759998,45.939999,45.459999,45.650002,24406100,44.140409,4.097,1
6/8/2015,46.299999,46.43,45.669998,45.73,22121600,44.217762,4.104,1
6/5/2015,46.310001,46.52,45.84,46.139999,25438100,44.614203,4.141,1
6/4/2015,46.790001,47.16,46.200001,46.360001,27745500,44.826929,4.161,1
6/3/2015,47.369999,47.740002,46.82,46.849998,28002200,45.300724,4.205,1
6/2/2015,46.93,47.349998,46.619999,46.919998,21498300,45.368408,4.211,1
6/1/2015,47.060001,47.77,46.619999,47.23,28837300,45.668158,4.239,1
5/29/2015,47.43,47.57,46.59,46.860001,36519600,45.310395,4.206,1
5/28/2015,47.5,48.02,47.389999,47.450001,19283700,45.880884,4.259,1
5/27/2015,46.82,47.77,46.619999,47.610001,27335600,46.035593,4.273,1
5/26/2015,46.830002,46.880001,46.189999,46.59,29581900,45.049323,4.182,1
5/22/2015,47.299999,47.349998,46.82,46.900002,25720600,45.349073,4.209,1
5/21/2015,47.279999,47.599998,47.009998,47.419998,22410700,45.851874,4.256,1
5/20/2015,47.389999,47.93,47.27,47.580002,25047900,46.006587,4.27,1
5/19/2015,47.560001,47.810001,47.18,47.580002,28574800,46.006587,4.27,1
5/18/2015,47.98,48.220001,47.610001,48.009998,24136500,46.122615,4.309,1
5/15/2015,48.869999,48.91,48.049999,48.299999,28642700,46.401215,4.335,1
5/14/2015,48.029999,48.82,48.029999,48.720001,32980900,46.804706,4.373,1
5/13/2015,48.189999,48.32,47.57,47.630001,34184600,45.757556,4.274,1
5/12/2015,46.849998,47.68,46.419998,47.349998,29928300,45.488561,4.25,1
5/11/2015,47.549999,47.91,47.369999,47.369999,24609400,45.507775,4.252,1
5/8/2015,47.549999,47.98,47.52,47.75,35364900,45.872838,4.286,1
5/7/2015,46.27,47.09,46.16,46.700001,32971700,44.864116,4.191,1
5/6/2015,47.57,47.77,46.02,46.279999,52433000,44.460625,4.154,1
5/5/2015,47.82,48.16,47.310001,47.599998,50369200,45.728733,4.272,1
5/4/2015,48.369999,48.869999,48.18,48.240002,34039500,46.343576,4.33,1
5/1/2015,48.580002,48.880001,48.400002,48.66,38937300,46.747063,4.367,1
4/30/2015,48.700001,49.540001,48.599998,48.639999,64725500,46.727849,4.366,1
4/29/2015,48.720001,49.310001,48.5,49.060001,47804600,47.13134,4.403,1
4/28/2015,47.779999,49.209999,47.700001,49.16,60730800,47.227407,4.412,1
