Date,Open,High,Low,Close,Volume,Adj Close
2016-09-01,126.379997,126.629997,125.599998,126.169998,13507800,126.169998
2016-08-31,125.599998,126.220001,125.099998,126.120003,14157400,126.120003
2016-08-30,126.599998,126.599998,125.150002,125.839996,17772000,125.839996
2016-08-29,124.349998,126.730003,124.349998,126.540001,15815600,126.540001
2016-08-26,124.050003,125.190002,123.910004,124.959999,17434000,124.959999
2016-08-25,123.120003,124.370003,123.099998,123.889999,10700900,123.889999
2016-08-24,124.470001,124.690002,123.089996,123.480003,12214200,123.480003
2016-08-23,124.510002,125.089996,124.25,124.370003,13289400,124.370003
2016-08-22,123.330002,124.830002,123.110001,124.150002,14337700,124.150002
2016-08-19,123.599998,124.160004,123.279999,123.559998,11570400,123.559998
2016-08-18,124.010002,124.260002,123.639999,123.910004,12360000,123.910004
2016-08-17,123.660004,124.379997,122.849998,124.370003,13742300,124.370003
2016-08-16,123.50,123.919998,122.779999,123.300003,14185900,123.300003
2016-08-15,124.910004,124.919998,123.699997,123.900002,19241200,123.900002
2016-08-12,124.699997,125.00,124.18,124.879997,12127500,124.879997
2016-08-11,125.199997,125.379997,124.75,124.900002,11657500,124.900002
2016-08-10,125.07,125.480003,124.540001,124.879997,10634300,124.879997
2016-08-09,125.339996,126.089996,124.529999,125.059998,19444300,125.059998
2016-08-08,125.25,125.449997,124.550003,125.260002,15233900,125.260002
2016-08-05,124.980003,125.839996,124.620003,125.150002,20184000,125.150002
2016-08-04,122.940002,124.790001,122.510002,124.360001,21066000,124.360001
2016-08-03,123.089996,123.919998,122.309998,122.510002,18525300,122.510002
2016-08-02,124.059998,124.800003,122.07,123.089996,23968400,123.089996
2016-08-01,123.849998,124.580002,122.860001,124.309998,25006900,124.309998
2016-07-29,124.650002,125.839996,123.709999,123.940002,35058800,123.940002
2016-07-28,127.519997,128.330002,123.629997,125.00,78955800,125.00
2016-07-27,122.419998,125.00,121.510002,123.339996,52654200,123.339996
2016-07-26,122.00,122.07,120.75,121.220001,17612000,121.220001
2016-07-25,121.389999,121.849998,117.779999,121.629997,18487400,121.629997
2016-07-22,119.900002,121.010002,119.309998,121.00,18422400,121.00
2016-07-21,121.919998,122.099998,120.25,120.610001,17801700,120.610001
2016-07-20,121.25,122.199997,120.559998,121.919998,20046500,121.919998
2016-07-19,118.989998,120.849998,118.660004,120.610001,21541300,120.610001
2016-07-18,117.32,119.610001,116.889999,119.370003,20868400,119.370003
2016-07-15,117.739998,118.279999,116.580002,116.860001,16646000,116.860001
2016-07-14,117.50,117.639999,116.699997,117.290001,14579700,117.290001
2016-07-13,118.389999,118.400002,116.68,116.779999,16207700,116.779999
2016-07-12,118.629997,118.720001,117.57,117.93,15217700,117.93
