Date,Open,High,Low,Close,Volume,Adj Close
2016-09-01,170.00,170.070007,166.660004,168.509995,2843300,168.509995
2016-08-31,169.25,170.240005,167.470001,169.460007,3688200,169.460007
2016-08-30,166.220001,169.509995,166.220001,169.369995,2934100,169.369995
2016-08-29,166.600006,167.860001,166.149994,166.869995,2620900,166.219999
2016-08-26,166.759995,168.070007,165.360001,165.970001,2402200,165.323511
2016-08-25,165.080002,166.039993,164.610001,165.899994,1441400,165.253776
2016-08-24,165.779999,166.699997,164.850006,165.300003,2035300,164.656123
2016-08-23,167.00,167.850006,165.979996,166.080002,1965500,165.433083
2016-08-22,166.00,166.910004,164.889999,166.259995,1448100,165.612375
2016-08-19,165.360001,166.899994,164.50,166.229996,1840900,165.582493
2016-08-18,165.339996,166.559998,164.630005,166.059998,1750500,165.413157
2016-08-17,165.940002,166.320007,164.740005,165.669998,2061700,165.024677
2016-08-16,164.990005,166.759995,164.720001,165.649994,2523800,165.00475
2016-08-15,163.869995,165.839996,163.800003,165.550003,2222200,164.905149
2016-08-12,162.669998,163.369995,162.070007,163.25,1440800,162.614105
2016-08-11,162.199997,164.25,161.929993,163.860001,1827700,163.221729
2016-08-10,163.449997,163.600006,162.009995,162.190002,1656100,161.558236
2016-08-09,162.50,164.580002,162.50,163.440002,1957400,162.803367
2016-08-08,162.100006,163.979996,162.009995,162.830002,2266600,162.195743
2016-08-05,159.75,162.130005,159.199997,162.089996,2676100,161.45862
2016-08-04,158.220001,158.899994,157.410004,158.050003,2005700,157.434363
2016-08-03,156.449997,158.949997,156.179993,158.339996,2284700,157.723227
2016-08-02,157.649994,158.460007,155.369995,156.059998,3182800,155.452109
2016-08-01,158.809998,159.919998,157.929993,158.179993,2316300,157.563846
2016-07-29,159.509995,160.190002,158.649994,158.809998,2388200,158.191397
2016-07-28,160.179993,160.960007,158.839996,160.529999,2047400,159.904699
2016-07-27,161.199997,162.169998,160.410004,160.990005,2317200,160.362913
2016-07-26,160.679993,161.50,159.419998,161.160004,2150100,160.532249
2016-07-25,159.639999,161.330002,159.610001,160.509995,1956100,159.884772
2016-07-22,160.289993,160.729996,159.860001,160.410004,1811700,159.785171
2016-07-21,161.710007,161.899994,159.770004,160.050003,2855500,159.426573
2016-07-20,162.550003,162.889999,159.220001,161.770004,3547800,161.139874
2016-07-19,162.020004,164.080002,160.729996,161.410004,5399700,160.781276
2016-07-18,162.360001,164.089996,162.009995,163.330002,4734500,162.693795
2016-07-15,162.860001,163.139999,160.699997,161.639999,3078400,161.010376
2016-07-14,160.289993,163.240005,160.009995,162.539993,5087700,161.906864
2016-07-13,157.00,158.270004,156.149994,157.919998,4276400,157.304865
2016-07-12,154.00,157.25,153.919998,156.919998,5110800,156.30876
2016-07-11,151.490005,152.979996,151.380005,152.190002,3041600,151.597188
2016-07-08,149.360001,150.919998,148.309998,150.380005,3281400,149.794241
2016-07-07,146.00,148.089996,145.360001,147.00,2578300,146.427402
2016-07-06,142.940002,145.940002,142.619995,145.580002,2941800,145.012935
2016-07-05,146.720001,146.940002,143.330002,144.449997,3943000,143.887332
2016-07-01,148.490005,150.699997,148.070007,148.25,3096800,147.672533
2016-06-30,146.669998,148.880005,145.369995,148.580002,4528600,148.00125
2016-06-29,143.600006,145.550003,142.929993,145.50,3804100,144.933245
2016-06-28,142.210007,142.619995,139.820007,142.410004,5041500,141.855285
2016-06-27,140.070007,141.229996,138.199997,139.509995,7381000,138.966572
2016-06-24,143.029999,146.419998,140.919998,141.860001,9442200,141.307424
2016-06-23,150.559998,152.800003,150.139999,152.660004,2940500,152.065359
2016-06-22,148.009995,150.119995,147.990005,148.139999,2487600,147.562961
2016-06-21,148.50,148.830002,147.119995,148.350006,2424600,147.77215
2016-06-20,148.50,150.50,147.580002,147.75,3338900,147.174481
2016-06-17,146.630005,148.229996,145.460007,145.639999,4296500,145.072699
2016-06-16,145.00,146.990005,143.529999,146.630005,3499200,146.058848
2016-06-15,147.160004,148.699997,145.899994,146.160004,2981400,145.590678
2016-06-14,148.220001,149.050003,145.449997,146.190002,5069600,145.62056
2016-06-13,149.00,151.320007,148.589996,148.630005,3385800,148.051058
2016-06-10,151.350006,151.660004,149.570007,149.889999,4335700,149.306144
2016-06-09,153.789993,154.289993,152.460007,153.169998,2711700,152.573367
2016-06-08,155.199997,156.580002,153.910004,154.639999,2426800,154.037642
2016-06-07,157.199997,157.470001,155.169998,155.169998,2489700,154.565576
2016-06-06,156.25,157.910004,155.770004,157.059998,2540400,156.448214
2016-06-03,155.860001,156.539993,153.860001,155.669998,4329300,155.063629
2016-06-02,160.139999,160.330002,158.460007,159.279999,2257100,158.659568
2016-06-01,157.899994,160.550003,156.00,159.970001,2581600,159.346882
2016-05-31,160.399994,161.649994,158.550003,159.479996,2916100,158.858786
2016-05-27,158.699997,160.399994,158.320007,159.529999,2157000,158.908594
2016-05-26,161.160004,161.330002,159.169998,159.220001,2576100,157.952331
2016-05-25,158.059998,162.289993,158.029999,161.25,3259900,159.966168
2016-05-24,156.669998,158.550003,156.440002,157.589996,3038800,156.335304
2016-05-23,154.440002,156.089996,153.740005,155.449997,2767600,154.212343
2016-05-20,155.759995,156.410004,153.919998,154.509995,3247800,153.279825
2016-05-19,158.679993,159.949997,154.520004,154.699997,4712000,153.468314
2016-05-18,154.809998,160.00,154.649994,159.940002,3653300,158.6666
2016-05-17,154.740005,157.110001,153.770004,154.649994,2701500,153.418709
2016-05-16,155.339996,156.899994,154.600006,155.380005,3177700,154.142908
2016-05-13,157.880005,159.720001,155.259995,155.339996,2550100,154.103218
2016-05-12,160.320007,161.470001,157.309998,158.070007,2448100,156.811493
2016-05-11,161.360001,162.529999,159.279999,159.419998,2096900,158.150736
2016-05-10,158.669998,161.50,158.389999,161.419998,2379600,160.134812
2016-05-09,158.199997,159.850006,156.789993,157.509995,2097900,156.255939
2016-05-06,158.190002,160.169998,157.009995,158.850006,2307000,157.585282
2016-05-05,160.779999,160.820007,158.50,159.529999,2366200,158.259861
2016-05-04,161.199997,162.600006,159.089996,160.070007,3203900,158.79557
2016-05-03,163.660004,164.110001,161.369995,163.139999,2777000,161.841119
2016-05-02,165.080002,167.190002,163.990005,166.179993,1998400,164.856909
2016-04-29,163.800003,164.679993,162.559998,164.110001,2890800,162.803398
2016-04-28,165.350006,167.320007,164.009995,164.289993,2528000,162.981957
2016-04-27,165.830002,168.660004,164.929993,166.919998,3323600,165.591023
2016-04-26,165.380005,166.00,164.220001,165.839996,2251600,164.51962
2016-04-25,166.00,167.389999,164.059998,165.089996,2473000,163.775591
2016-04-22,165.789993,167.490005,165.660004,166.75,2680300,165.422378
2016-04-21,166.550003,168.899994,165.009995,165.320007,4165100,164.003771
2016-04-20,162.00,167.449997,161.940002,166.979996,4802200,165.650543
2016-04-19,157.75,163.699997,157.00,162.649994,5832200,161.355015
2016-04-18,157.610001,160.00,157.149994,159.020004,3031500,157.753927
2016-04-15,161.229996,161.779999,158.199997,158.520004,3467900,157.257908
2016-04-14,159.529999,162.270004,159.149994,160.910004,3067100,159.628878
2016-04-13,156.529999,159.990005,156.380005,159.850006,5151100,158.57732
2016-04-12,152.669998,155.089996,151.300003,154.309998,2732900,153.08142
2016-04-11,151.179993,153.899994,150.410004,152.199997,3464300,150.988219
2016-04-08,152.070007,152.869995,150.009995,150.279999,3122200,149.083507
2016-04-07,153.649994,154.029999,149.369995,150.410004,4786800,149.212477
2016-04-06,155.259995,156.270004,153.919998,155.190002,2927400,153.954418
2016-04-05,156.440002,156.529999,154.550003,155.350006,2822700,154.113148
2016-04-04,159.970001,160.00,157.389999,157.770004,2478100,156.513879
2016-04-01,156.460007,160.009995,155.089996,159.820007,3373400,158.54756
2016-03-31,156.179993,157.479996,156.059998,156.979996,2927300,155.73016
2016-03-30,156.130005,158.020004,154.889999,156.50,3130600,155.253986
2016-03-29,152.869995,155.350006,151.50,155.029999,2919500,153.795689
2016-03-28,153.139999,154.639999,152.380005,153.839996,2308600,152.615161
2016-03-24,152.399994,153.039993,150.130005,153.00,3693400,151.781852
2016-03-23,154.25,155.550003,153.589996,154.080002,3633400,152.853255
2016-03-22,155.50,155.589996,153.360001,154.199997,3521500,152.972295
2016-03-21,157.240005,158.899994,155.75,156.289993,4410200,155.045651
2016-03-18,153.910004,158.179993,153.869995,157.600006,7413200,156.345234
2016-03-17,150.389999,153.979996,148.75,152.910004,4431700,151.692572
2016-03-16,150.919998,152.850006,149.710007,150.539993,4310300,149.341431
2016-03-15,152.649994,152.740005,150.899994,152.029999,3731400,150.819574
2016-03-14,153.660004,154.449997,152.130005,153.490005,3317900,152.267956
2016-03-11,153.279999,154.160004,152.369995,153.940002,4058700,152.714371
2016-03-10,150.410004,153.600006,148.839996,151.020004,4631800,149.817621
2016-03-09,152.110001,152.50,149.179993,149.910004,3250900,148.716458
2016-03-08,154.00,154.229996,151.50,151.600006,3830400,150.393005
2016-03-07,156.00,156.369995,154.410004,155.350006,2771900,154.113148
2016-03-04,156.369995,158.850006,155.289993,156.839996,5256700,155.591275
2016-03-03,154.00,155.660004,153.360001,155.330002,3615800,154.093303
2016-03-02,154.75,155.410004,153.449997,154.199997,5047500,152.972295
2016-03-01,150.949997,154.770004,150.679993,154.649994,6490400,153.418709
2016-02-29,149.75,150.289993,148.320007,149.529999,5506400,148.339478
2016-02-26,149.720001,151.970001,149.009995,150.25,5924500,148.408926
2016-02-25,146.00,149.070007,145.229996,148.25,4299600,146.433433
2016-02-24,143.080002,145.639999,140.259995,145.559998,5714700,143.776392
2016-02-23,148.00,148.050003,144.050003,144.910004,4249600,143.134363
2016-02-22,149.199997,149.990005,148.229996,148.789993,4287900,146.966809
2016-02-19,147.00,147.729996,145.429993,146.910004,5257300,145.109856
2016-02-18,151.25,152.00,147.369995,147.729996,5895500,145.9198
2016-02-17,150.800003,151.869995,150.309998,150.940002,5578800,149.090474
2016-02-16,149.600006,150.479996,147.449997,149.020004,10198000,147.194002
2016-02-12,143.75,146.509995,143.699997,146.130005,9009300,144.339415
2016-02-11,143.410004,144.410004,139.050003,140.690002,10252200,138.966071
2016-02-10,150.00,153.380005,147.210007,147.229996,7609600,145.425927
