docID,Date,Value_Positive,Uncertainty,Surprise,Valence_Pos,Valence_Neg
105508,2015-07-02,0,0,0,0.0,0.012096774193548387
1089,2015-03-12,0,1,1,0.006493506493506494,0.023809523809523808
116880,2015-07-14,0,1,0,0.005758157389635317,0.028790786948176585
118096,2015-07-15,2,0,0,0.006928406466512702,0.020785219399538105
118342,2015-07-16,1,0,0,0.00816326530612245,0.02040816326530612
118600,2015-07-16,0,1,0,0.0,0.04152249134948097
12178,2015-03-25,0,0,0,0.0,0.02072538860103627
125242,2015-07-22,0,0,0,0.006462035541195477,0.009693053311793215
148493,2015-08-13,0,0,0,0.00398406374501992,0.01195219123505976
15659,2015-03-27,1,0,1,0.008264462809917356,0.012396694214876033
15874,2015-03-27,1,0,1,0.009868421052631578,0.01644736842105263
168191,2015-09-10,0,0,0,0.003937007874015748,0.031496062992125984
196839,2015-10-09,0,0,0,0.0,0.015723270440251572
200242,2015-10-13,2,1,0,0.0025,0.02
200264,2015-10-13,0,0,0,0.0,0.023391812865497075
200502,2015-10-14,1,1,0,0.0018867924528301887,0.018867924528301886
201557,2015-10-14,0,1,1,0.014644351464435146,0.03138075313807531
210546,2015-10-21,0,0,0,0.008849557522123894,0.01991150442477876
241555,2015-11-19,0,0,0,0.00390625,0.01953125
244142,2015-11-23,0,0,0,0.004608294930875576,0.013824884792626729
27031,2015-04-14,0,0,0,0.008254716981132075,0.020047169811320754
273768,2015-12-24,0,0,0,0.002577319587628866,0.007731958762886598
27806,2015-04-14,1,1,1,0.017057569296375266,0.023454157782515993
27879,2015-04-14,2,0,1,0.009900990099009901,0.019801980198019802
27926,2015-04-14,0,0,0,0.0,0.021621621621621623
290870,2016-01-15,3,1,0,0.004132231404958678,0.022727272727272728
343466,2016-03-16,0,0,0,0.030373831775700934,0.011682242990654205
344651,2016-03-22,0,1,0,0.011862396204033215,0.017793594306049824
358823,2016-04-04,0,0,0,0.006711409395973154,0.020134228187919462
369616,2016-03-09,0,0,0,0.006756756756756757,0.013513513513513514
373463,2016-03-11,0,0,0,0.0,0.018957345971563982
376686,2016-03-15,0,0,0,0.031578947368421054,0.010526315789473684
381322,2016-04-15,0,0,0,0.0,0.02413793103448276
382184,2016-04-17,3,1,4,0.0,0.015337423312883436
384085,2016-04-19,2,0,0,0.005361930294906166,0.021447721179624665
384322,2016-04-20,2,0,0,0.006944444444444444,0.022222222222222223
386658,2016-04-21,1,0,0,0.005201560468140442,0.007802340702210663
386878,2016-04-22,1,1,0,0.006038647342995169,0.010869565217391304
416327,2016-05-26,0,0,0,0.0044444444444444444,0.013333333333333334
464327,2016-07-20,3,1,1,0.002840909090909091,0.022727272727272728
464553,2016-07-21,3,1,0,0.007009345794392523,0.018691588785046728
60968,2015-05-18,1,0,0,0.0,0.01652892561983471
61070,2015-05-18,1,0,0,0.0,0.017777777777777778
70078,2015-05-29,0,0,1,0.0,0.025078369905956112
71030,2015-05-29,0,2,1,0.0030721966205837174,0.02304147465437788
71531,2015-05-29,0,0,1,0.001984126984126984,0.01984126984126984
73014,2015-06-01,3,0,1,0.004511278195488722,0.010526315789473684
73888,2015-06-02,1,0,0,0.007168458781362007,0.01971326164874552
78549,2015-06-05,0,1,0,0.01610305958132045,0.01288244766505636
80976,2015-06-09,0,0,0,0.007751937984496124,0.025839793281653745
81529,2015-06-09,0,0,0,0.012522361359570662,0.01073345259391771
85248,2015-06-12,0,0,0,0.0,0.023746701846965697
