docID,Date,Value_Positive,Uncertainty,Surprise,Valence_Pos,Valence_Neg
10125,2015-03-23,5,1,0,0.01834862385321101,0.016055045871559634
10138,2015-03-20,0,0,0,0.008174386920980926,0.01226158038147139
102087,2015-06-30,0,0,0,0.002188183807439825,0.030634573304157548
102256,2015-06-30,0,0,0,0.004739336492890996,0.04739336492890995
102395,2015-06-30,0,0,0,0.0,0.03669724770642202
102619,2015-06-30,0,1,0,0.021621621621621623,0.010810810810810811
102752,2015-06-30,0,0,0,0.023923444976076555,0.014354066985645933
10998,2015-03-24,0,0,0,0.008356545961002786,0.027855153203342618
110441,2015-07-08,0,0,0,0.0,0.0670391061452514
110670,2015-07-08,0,0,0,0.0,0.008287292817679558
110678,2015-07-08,0,0,1,0.006237006237006237,0.04365904365904366
112284,2015-07-09,0,0,1,0.0,0.036458333333333336
113967,2015-07-11,0,2,0,0.0024752475247524753,0.04826732673267327
116305,2015-07-14,0,0,0,0.004024144869215292,0.014084507042253521
116636,2015-07-14,0,0,0,0.005793742757821553,0.008111239860950173
117127,2015-07-15,0,0,0,0.0041841004184100415,0.007322175732217573
117820,2015-07-15,0,0,0,0.0,0.014423076923076924
119050,2015-07-16,0,0,0,0.0,0.0387409200968523
1197,2015-01-09,0,0,1,0.006818181818181818,0.06818181818181818
122495,2015-07-20,3,0,1,0.004705882352941176,0.007058823529411765
122883,2015-07-21,0,0,0,0.0,0.0125
123476,2015-07-21,0,0,0,0.004166666666666667,0.029166666666666667
123493,2015-07-21,0,0,0,0.004098360655737705,0.02459016393442623
123498,2015-07-21,0,0,0,0.0,0.03184713375796178
123751,2015-07-21,2,2,0,0.006134969325153374,0.02147239263803681
123762,2015-07-21,0,0,0,0.003278688524590164,0.029508196721311476
123768,2015-07-21,0,0,0,0.006060606060606061,0.030303030303030304
123774,2015-07-21,0,0,0,0.0,0.011235955056179775
123777,2015-07-21,4,0,0,0.009852216748768473,0.024630541871921183
124042,2015-07-22,1,1,2,0.005681818181818182,0.026515151515151516
124053,2015-07-22,1,3,2,0.016293279022403257,0.02240325865580448
124113,2015-07-21,0,4,0,0.0,0.028011204481792718
124223,2015-07-22,3,1,1,0.006544502617801047,0.02225130890052356
124242,2015-07-22,1,0,1,0.018666666666666668,0.04533333333333334
124331,2015-07-22,1,2,1,0.00796812749003984,0.03386454183266932
124344,2015-07-22,0,2,0,0.0,0.039473684210526314
124373,2015-07-22,2,1,0,0.005649717514124294,0.022598870056497175
124491,2015-07-22,2,2,1,0.014040561622464899,0.014040561622464899
124583,2015-07-22,2,1,2,0.009790209790209791,0.027972027972027972
124596,2015-07-22,1,3,0,0.0022026431718061676,0.037444933920704845
124787,2015-07-22,1,5,2,0.00764525993883792,0.03058103975535168
124795,2015-07-22,3,1,1,0.004357298474945534,0.030501089324618737
124817,2015-07-22,1,2,2,0.007763975155279503,0.024844720496894408
125126,2015-07-22,1,0,3,0.010542168674698794,0.03313253012048193
125414,2015-07-23,0,0,0,0.0041841004184100415,0.04184100418410042
125711,2015-07-23,0,0,0,0.0,0.02717391304347826
126252,2015-07-23,2,2,0,0.0030211480362537764,0.012084592145015106
127218,2015-07-24,0,0,1,0.016483516483516484,0.03296703296703297
127947,2015-07-24,0,0,0,0.0,0.011152416356877323
129216,2015-07-27,0,1,0,0.0031446540880503146,0.012578616352201259
129498,2015-07-27,0,0,0,0.0044943820224719105,0.04943820224719101
13420,2015-03-26,0,0,0,0.0026109660574412533,0.013054830287206266
134385,2015-07-31,0,0,0,0.004149377593360996,0.02074688796680498
134422,2015-07-31,0,1,1,0.007032348804500703,0.007032348804500703
138687,2015-08-04,0,0,0,0.005780346820809248,0.015414258188824663
138996,2015-08-04,2,4,1,0.009628610729023384,0.027510316368638238
140889,2015-08-06,0,0,0,0.0,0.034482758620689655
141101,2015-08-06,0,0,0,0.0,0.013824884792626729
141667,2015-08-06,1,1,0,0.0035650623885918,0.012477718360071301
143131,2015-08-08,0,0,0,0.0,0.0380952380952381
148682,2015-08-13,0,0,0,0.007751937984496124,0.031007751937984496
148754,2015-08-13,0,1,0,0.007462686567164179,0.014925373134328358
148837,2015-08-13,0,0,0,0.00816326530612245,0.0163265306122449
149704,2015-08-14,0,1,0,0.005479452054794521,0.01643835616438356
149979,2015-08-14,3,1,0,0.006329113924050633,0.023206751054852322
151189,2015-08-17,1,0,1,0.004524886877828055,0.007541478129713424
1522,2015-03-11,0,1,0,0.002347417840375587,0.03990610328638498
154780,2015-08-20,3,1,0,0.005952380952380952,0.023809523809523808
155067,2015-08-20,2,1,0,0.0058997050147492625,0.014749262536873156
155718,2015-08-21,0,0,0,0.007,0.009
155820,2015-08-21,0,0,0,0.0,0.014778325123152709
156479,2015-08-21,0,0,0,0.0,0.00984251968503937
158301,2015-08-28,0,0,0,0.003787878787878788,0.02462121212121212
159435,2015-09-01,0,0,0,0.0,0.013986013986013986
159942,2015-09-01,0,2,1,0.004273504273504274,0.01282051282051282
159995,2015-09-01,1,1,0,0.0035087719298245615,0.014035087719298246
160438,2015-09-02,1,1,0,0.007177033492822967,0.014354066985645933
161897,2015-09-03,2,0,0,0.011844331641285956,0.01353637901861252
161984,2015-09-03,0,0,0,0.01440922190201729,0.01729106628242075
162139,2015-09-03,1,1,0,0.012578616352201259,0.018867924528301886
164799,2015-09-07,0,0,0,0.010238907849829351,0.010238907849829351
165115,2015-09-07,0,0,1,0.0112,0.0136
166845,2015-09-09,0,0,0,0.00805523590333717,0.014959723820483314
167100,2015-09-09,1,0,1,0.004594180704441042,0.009188361408882083
