docID,Date,Value_Positive,Uncertainty,Surprise,Valence_Pos,Valence_Neg
109908,2015-07-07,0,0,0,0.01646090534979424,0.012345679012345678
115857,2015-07-14,0,1,0,0.002079002079002079,0.02286902286902287
118098,2015-07-15,3,2,0,0.0,0.010344827586206896
118111,2015-07-15,2,1,0,0.0,0.010706638115631691
118350,2015-07-16,0,1,0,0.006666666666666667,0.013333333333333334
118605,2015-07-16,0,0,0,0.0076481835564053535,0.0057361376673040155
118608,2015-07-16,0,0,0,0.003816793893129771,0.03816793893129771
126262,2015-07-23,0,0,0,0.008108108108108109,0.013513513513513514
126876,2015-07-24,0,0,0,0.006423982869379015,0.01284796573875803
140557,2015-08-06,0,0,0,0.0061823802163833074,0.012364760432766615
152485,2015-08-18,0,0,0,0.00727802037845706,0.010189228529839884
158343,2015-08-28,0,0,0,0.013468013468013467,0.028058361391694726
162343,2015-09-03,0,0,0,0.005128205128205128,0.011965811965811967
166846,2015-09-09,0,0,0,0.0,0.01327433628318584
172745,2015-09-15,0,0,0,0.0030349013657056147,0.019726858877086494
196100,2015-10-08,0,0,0,0.004098360655737705,0.012295081967213115
201506,2015-10-14,1,1,0,0.0024271844660194173,0.024271844660194174
201512,2015-10-14,1,1,0,0.0,0.014634146341463415
201624,2015-10-14,1,2,0,0.0,0.016722408026755852
204976,2015-10-15,0,0,0,0.005802707930367505,0.02127659574468085
205015,2015-10-15,1,1,0,0.00784313725490196,0.021568627450980392
205122,2015-10-15,1,0,0,0.007751937984496124,0.01808785529715762
205135,2015-10-15,0,0,1,0.003738317757009346,0.020560747663551402
205794,2015-10-16,0,1,2,0.0,0.019784172661870502
207083,2015-10-17,0,0,0,0.006024096385542169,0.030120481927710843
213529,2015-10-23,0,0,0,0.015503875968992248,0.023255813953488372
21381,2015-04-02,0,0,0,0.018867924528301886,0.018867924528301886
222402,2015-11-02,0,0,0,0.013824884792626729,0.01152073732718894
243087,2015-11-20,0,0,0,0.009823182711198428,0.0137524557956778
253511,2015-12-02,0,0,0,0.00516795865633075,0.01808785529715762
25560,2015-04-11,2,0,1,0.0,0.021505376344086023
258279,2015-12-07,0,0,0,0.0,0.01293103448275862
260695,2015-12-09,0,0,1,0.009057971014492754,0.018115942028985508
280809,2016-01-05,0,0,0,0.0049261083743842365,0.011494252873563218
282162,2016-01-06,0,0,0,0.0,0.01824817518248175
282406,2016-01-06,0,0,0,0.00558659217877095,0.0111731843575419
282662,2016-01-07,0,0,0,0.0016181229773462784,0.008090614886731391
28816,2015-04-15,2,1,0,0.0,0.010810810810810811
28836,2015-04-15,2,0,1,0.0,0.014778325123152709
290333,2016-01-14,0,0,0,0.005847953216374269,0.011695906432748537
29050,2015-04-16,2,1,1,0.013015184381778741,0.010845986984815618
294617,2016-01-19,2,1,0,0.006557377049180328,0.009836065573770493
294740,2016-01-19,2,2,0,0.0053475935828877,0.016042780748663103
294886,2016-01-20,3,1,0,0.004106776180698152,0.012320328542094456
295879,2016-01-20,0,1,0,0.020642201834862386,0.02522935779816514
29634,2015-04-16,0,0,0,0.004807692307692308,0.009615384615384616
30292,2015-04-16,3,0,0,0.007590132827324478,0.015180265654648957
348867,2016-03-25,0,0,0,0.0038314176245210726,0.019157088122605363
349054,2016-03-25,0,0,0,0.0032258064516129032,0.016129032258064516
355633,2016-03-31,0,0,0,0.002898550724637681,0.03768115942028986
383061,2016-04-18,0,0,0,0.0,0.01485148514851485
383114,2016-04-18,1,1,0,0.012295081967213115,0.014344262295081968
383227,2016-04-18,2,1,1,0.002070393374741201,0.014492753623188406
383428,2016-04-19,2,1,2,0.006570302233902759,0.01445466491458607
383866,2016-04-19,0,0,0,0.0,0.01978021978021978
384055,2016-04-19,0,0,0,0.0,0.02231237322515213
385268,2016-04-21,0,0,0,0.0024330900243309003,0.0267639902676399
386834,2016-04-22,0,1,0,0.003755868544600939,0.01971830985915493
408783,2016-05-18,0,0,0,0.006309148264984227,0.00946372239747634
410105,2016-05-19,0,0,0,0.001953125,0.013671875
416165,2016-05-26,0,0,0,0.007444168734491315,0.01240694789081886
44850,2015-04-30,0,0,0,0.0026954177897574125,0.026954177897574125
461665,2016-07-18,0,0,0,0.002386634844868735,0.00477326968973747
461672,2016-07-18,1,1,0,0.003937007874015748,0.007874015748031496
461797,2016-07-18,1,2,0,0.0017793594306049821,0.008896797153024912
461994,2016-07-19,1,2,0,0.003424657534246575,0.0136986301369863
462326,2016-07-19,0,1,0,0.009029345372460496,0.011286681715575621
462536,2016-07-19,0,2,2,0.008976660682226212,0.012567324955116697
462931,2016-07-19,0,1,0,0.009404388714733543,0.02037617554858934
469210,2016-07-26,0,0,0,0.013550135501355014,0.0027100271002710027
49710,2015-05-05,0,0,0,0.00997506234413965,0.03740648379052369
59385,2015-05-15,0,0,0,0.005076142131979695,0.01015228426395939
60993,2015-05-18,0,0,0,0.0,0.024793388429752067
78761,2015-06-06,0,0,0,0.00847457627118644,0.012711864406779662
78782,2015-06-06,0,0,0,0.00904977375565611,0.013574660633484163
82023,2015-06-10,2,0,2,0.0,0.011278195488721804
82038,2015-06-10,2,0,0,0.0,0.018518518518518517
95487,2015-06-23,0,0,1,0.004975124378109453,0.014925373134328358
96392,2015-06-24,0,1,1,0.006309148264984227,0.00946372239747634
97617,2015-06-25,0,2,2,0.012903225806451613,0.015053763440860216
